eps,log_prec,num_class,actual_eps,setup,committing,computing,proving,verifying,comm
4.0,12,128,3.9335292106491098,1.23268,0.000390256,0.000246495,2.21161,0.00624494,2032
8.0,11,2,7.624130585661289,0.812824,0.000494235,0.000161317,1.35371,0.00710106,2032
8.0,11,4,7.623153068476902,0.632654,0.00037961,0.00012182,1.10208,0.00616172,2032
8.0,11,8,7.621195162809845,0.632163,0.000337693,0.000118111,1.10069,0.00618326,2032
8.0,11,16,7.617267813628347,0.811759,0.00051614,0.00016246,1.32826,0.00714011,2032
8.0,11,32,7.6093665379542115,0.811046,0.000518065,0.000163946,1.44,0.00808754,2032
8.0,11,64,7.59337419312129,0.806956,0.00051821,0.000161491,1.30593,0.00644518,2032
8.0,11,128,7.560601162768557,0.62447,0.000709982,0.000218382,1.10794,0.00625577,2032
8.0,12,2,8.31752199628717,1.24498,0.000377345,0.000243151,2.21214,0.00618423,2032
8.0,12,4,8.317033476492403,1.61353,0.000491873,0.000318298,2.3058,0.00618464,2032
8.0,12,8,8.316055720364643,1.61234,0.000513535,0.000321463,2.22491,0.00619137,2032
8.0,12,16,8.314097335405807,1.24247,0.000302024,0.000248639,2.21515,0.0061514,2032
8.0,12,32,8.310169021981912,1.23835,0.000395843,0.000241066,2.21234,0.0061487,2032
8.0,12,64,8.302265794873367,1.23696,0.000391327,0.000250174,2.21163,0.00615047,2032
8.0,12,128,8.286269452783065,1.23059,0.000388785,0.000246551,2.22325,0.00616604,2032
0.125,6,2,0.125163142954006,0.0425343,0.000370112,5.2e-06,0.0357918,0.00616729,2032
0.125,6,4,0.23638877806423034,0.0420132,0.000379324,5.382e-06,0.0357626,0.00616102,2032
0.125,6,8,0.0,0.0355481,0.000511191,6.581e-06,0.0370189,0.00619025,2032
0.125,6,16,0.0,0.0341835,0.000528891,6.247e-06,0.0470613,0.00809353,2032
0.125,6,32,0.0,0.0330579,0.000549213,5.292e-06,0.0473155,0.00806762,2032
0.125,6,64,0.0,0.0351111,0.000512143,2.388e-06,0.0373726,0.00621194,2032
0.125,7,2,0.125163142954006,0.0677399,0.00048908,1.2199e-05,0.0912194,0.0080645,2032
0.125,7,4,0.12136085700426753,0.067488,0.00044778,1.2146e-05,0.0912906,0.00804607,2032
0.125,7,8,0.0,0.0527438,0.000504633,1.1629e-05,0.0910564,0.00802821,2032
0.125,7,16,0.0,0.0531925,0.000506202,1.1121e-05,0.0912865,0.00806731,2032
0.125,7,32,0.0,0.0526048,0.00050771,1.0247e-05,0.0913452,0.00805726,2032
0.125,7,64,0.0,0.0507295,0.000506664,7.621e-06,0.0912815,0.00804808,2032
0.125,7,128,0.0,0.0505204,0.000512949,2.455e-06,0.0915272,0.00802869,2032
0.125,8,2,0.125163142954006,0.115715,0.000382562,2.16e-05,0.180082,0.00808811,2032
0.125,8,4,0.12136085700426753,0.117397,0.000380256,2.1556e-05,0.180068,0.00803475,2032
0.125,8,8,0.22957444164450017,0.115626,0.000385551,2.1584e-05,0.180163,0.00806959,2032
0.125,8,16,0.0,0.0873525,0.000390277,2.0289e-05,0.180652,0.00804525,2032
0.125,8,32,0.0,0.0845168,0.000485601,1.9308e-05,0.18037,0.00807638,2032
0.125,8,64,0.0,0.0850614,0.000511724,1.6659e-05,0.180164,0.00805523,2032
0.125,8,128,0.0,0.0837666,0.000512137,1.2329e-05,0.180367,0.00804152,2032
0.125,9,2,0.125163142954006,0.171902,0.00037666,3.1942e-05,0.2742,0.00616538,2032
0.125,9,4,0.12136085700426753,0.214611,0.000445211,4.1859e-05,0.358847,0.00806809,2032
0.125,9,8,0.11954515064978273,0.17602,0.000390817,3.281e-05,0.274453,0.00621913,2032
0.125,9,16,0.0,0.128068,0.000388075,3.0896e-05,0.274327,0.00617119,2032
0.125,9,32,0.0,0.152689,0.000538086,4.3215e-05,0.358934,0.00808004,2032
0.125,9,64,0.0,0.125613,0.000391244,2.8916e-05,0.27428,0.00615206,2032
0.125,9,128,0.0,0.153079,0.000514103,3.2369e-05,0.358806,0.00805234,2032
0.125,10,2,0.125163142954006,0.411556,0.000492332,8.1219e-05,0.717682,0.00806135,2032
0.125,10,4,0.12136085700426753,0.411765,0.000382905,7.9404e-05,0.718147,0.00807047,2032
0.125,10,8,0.11954515064978273,0.416479,0.000521043,7.846e-05,0.71953,0.0080516,2032
0.125,10,16,0.22631312607548879,0.412523,0.000511331,8.0938e-05,0.717814,0.00805955,2032
0.125,10,32,0.0,0.290261,0.000447634,7.9591e-05,0.717909,0.00813736,2032
0.125,10,64,0.0,0.286944,0.000511313,7.7564e-05,0.718652,0.0080689,2032
0.125,10,128,0.0,0.286655,0.000511455,7.2267e-05,0.718273,0.00804794,2032
0.125,11,2,0.125163142954006,0.80675,0.000490912,0.000159908,1.32237,0.00711265,2032
0.125,11,4,0.12136085700426753,0.813351,0.00049275,0.000157353,1.34983,0.00711901,2032
0.125,11,8,0.11954515064978273,0.63055,0.000374928,0.000123054,1.10128,0.00617545,2032
0.125,11,16,0.118657543801316,0.630048,0.000394377,0.000119798,1.1037,0.00616249,2032
0.125,11,32,0.0,0.439494,0.00039337,0.000121937,1.11164,0.00616731,2032
0.125,11,64,0.0,0.435006,0.000402697,0.000115015,1.10445,0.00616998,2032
0.125,11,128,0.0,0.436288,0.000393992,0.000116399,1.10178,0.00617468,2032
0.125,12,2,0.125163142954006,1.59583,0.000382164,0.000317339,2.26549,0.00625625,2032
0.125,12,4,0.12504442040845523,1.24419,0.000378337,0.000251639,2.21525,0.00625504,2032
0.125,12,8,0.11954515064978273,1.60494,0.000513172,0.000322134,2.38109,0.00621621,2032
0.125,12,16,0.118657543801316,1.24505,0.00029412,0.000241624,2.2126,0.00614257,2032
0.125,12,32,0.22471711576164025,1.6139,0.000517283,0.000321879,2.25072,0.00618827,2032
0.125,12,64,0.0,0.85137,0.000388979,0.000240466,2.2176,0.0061712,2032
0.125,12,128,0.0,0.853046,0.000394707,0.000236064,2.2256,0.00615337,2032
